"";"PK_IPC";"FK_PCO";"FK_PRO";"QUANTIDADE";"QTD_RECEB";"VALOR";"FK_MOE";"ENTREGA";"SEM_ENTREG";"FK_UNI";"QTD_CANC";"FOLLOWUP";"DT_FOLLOW";"DATA_IDEAL";"OBS";"VALOR_ANTERIOR";"DATA_ULT_ATUALIZACAO_FOLLOW";"FINALIDADE";"SOLICITANTE"
732;38026.0;11753.0;2996.0;192.0;194.0;2.02;1.0;"2012-09-26 00:00:00.000";"";7.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2012-09-26 00:00:00.000";"";"";2.02;"";"";""
733;38070.0;11766.0;1062.0;5000.0;4800.0;0.19;2.0;"2013-02-25 00:00:00.000";"";1.0;200.0;"";"";"";"";0.19;"";"";""
734;38069.0;11766.0;1062.0;5000.0;5000.0;0.19;2.0;"2013-04-01 00:00:00.000";"";1.0;0.0;"NF 30212 - Entregue 02/04/13";"2013-04-02 00:00:00.000";"";"";0.19;"";"";""
735;38068.0;11766.0;1062.0;4000.0;4000.0;0.19;2.0;"2013-04-15 00:00:00.000";"";1.0;0.0;"NF 31084 - Entregue 14/05/13";"2013-05-14 00:00:00.000";"";"";0.19;"";"";""
736;38088.0;11773.0;1065.0;1000.0;1000.0;0.16;2.0;"2013-02-04 00:00:00.000";"";1.0;0.0;"";"";"";"";0.16;"";"";""
737;38126.0;11797.0;2704.0;20000.0;20000.0;0.0418;1.0;"2013-11-30 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0418;"";"";""
738;38125.0;11797.0;2704.0;20000.0;20000.0;0.0418;1.0;"2013-03-11 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0418;"";"";""
739;38279.0;11860.0;2996.0;200.0;200.0;1.35;1.0;"2012-10-17 00:00:00.000";"";7.0;0.0;"";"";"";"";1.35;"";"";""
740;38637.0;11993.0;819.0;1500.0;1500.0;0.0887;1.0;"2012-11-12 00:00:00.000";"";1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2012-11-09 00:00:00.000";"";"";0.0887;"";"";""
741;38653.0;11993.0;800.0;4000.0;4000.0;0.1727;1.0;"2012-11-12 00:00:00.000";"";1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2012-11-09 00:00:00.000";"";"";0.1727;"";"";""
742;38665.0;11993.0;1718.0;300.0;300.0;0.1866;1.0;"2012-11-12 00:00:00.000";"";1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2012-11-09 00:00:00.000";"";"";0.1866;"";"";""
743;38737.0;12026.0;2996.0;200.0;200.0;1.39;1.0;"2012-11-14 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
744;38868.0;12093.0;3111.0;22500.0;22500.0;0.02;1.0;"2013-04-29 00:00:00.000";"";1.0;0.0;"";"";"";"";0.02;"";"";""
745;38893.0;12103.0;2996.0;200.0;200.0;1.39;1.0;"2012-11-28 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
746;39031.0;12143.0;2704.0;20000.0;20000.0;0.0418;1.0;"2013-01-21 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0418;"";"";""
747;39158.0;12190.0;7862.0;50.0;50.0;0.09;2.0;"2012-12-10 00:00:00.000";"";1.0;0.0;"";"";"";"";0.09;"";"";""
748;39171.0;12196.0;7862.0;260.0;260.0;0.0859;2.0;"2012-12-10 00:00:00.000";"";1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2012-12-10 00:00:00.000";"";"";0.0859;"";"";""
749;39226.0;12215.0;2996.0;200.0;200.0;1.39;1.0;"2012-12-14 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
750;39372.0;12302.0;2996.0;200.0;200.0;1.39;1.0;"2013-01-07 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
751;39431.0;12321.0;800.0;1000.0;1000.0;0.1727;1.0;"2013-01-11 00:00:00.000";"";1.0;0.0;"";"";"";"";0.1727;"";"";""
752;39486.0;12346.0;2996.0;200.0;200.0;1.39;1.0;"2013-01-16 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
753;39619.0;12404.0;2996.0;200.0;200.0;1.39;1.0;"2013-01-25 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
754;39728.0;12473.0;800.0;3500.0;3500.0;0.1935;1.0;"2013-02-04 00:00:00.000";"";1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-02-04 00:00:00.000";"";"";0.1935;"";"";""
755;39785.0;12488.0;819.0;1500.0;1500.0;0.0994;1.0;"2013-02-14 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0994;"";"";""
756;39807.0;12492.0;800.0;287.0;287.0;0.27;1.0;"2013-02-06 00:00:00.000";"";1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-02-06 00:00:00.000";"";"";0.27;"";"";""
757;39814.0;12488.0;800.0;500.0;500.0;0.1935;1.0;"2013-02-14 00:00:00.000";"";1.0;0.0;"";"";"";"";0.1935;"";"";""
758;39844.0;12505.0;7862.0;500.0;500.0;0.0785;2.0;"2013-02-11 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0785;"";"";""
759;39895.0;12535.0;2996.0;200.0;200.0;1.39;1.0;"2013-02-18 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
760;39871.0;12520.0;2704.0;20000.0;20000.0;0.05;1.0;"2013-05-06 00:00:00.000";"";1.0;0.0;"";"";"";"";0.05;"";"";""
761;39959.0;12561.0;7862.0;1500.0;1500.0;0.08;2.0;"2013-02-20 00:00:00.000";"";1.0;0.0;"";"";"";"";0.08;"";"";""
762;40006.0;12584.0;7755.0;2500.0;2500.0;0.38;1.0;"2013-03-04 00:00:00.000";"";5.0;0.0;"";"";"";"";0.38;"";"";""
763;40154.0;12640.0;2996.0;200.0;0.0;1.39;1.0;"2013-03-04 00:00:00.000";"";7.0;200.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-03-04 00:00:00.000";"";"";1.39;"";"";""
764;40162.0;12643.0;2996.0;200.0;200.0;1.39;1.0;"2013-03-05 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
765;40381.0;12690.0;7755.0;100.0;100.0;0.38;1.0;"2013-03-07 00:00:00.000";"";5.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-03-28 00:00:00.000";"";"";0.38;"";"";""
766;40415.0;12693.0;5745.0;3000.0;3000.0;0.142;1.0;"2013-04-22 00:00:00.000";"";5.0;0.0;"NF 84834 - Entregue 25/04/13";"2013-04-25 00:00:00.000";"";"";0.142;"";"";""
767;40414.0;12693.0;5746.0;3000.0;3000.0;0.142;1.0;"2013-03-25 00:00:00.000";"";5.0;0.0;"NF 82767 - Entregue 25/03/13";"";"";"";0.142;"";"";""
768;40413.0;12693.0;5746.0;6000.0;6000.0;0.142;1.0;"2013-04-01 00:00:00.000";"";5.0;0.0;"";"";"";"";0.142;"";"";""
769;40412.0;12693.0;5746.0;9000.0;9000.0;0.1327;1.0;"2013-05-13 00:00:00.000";"";5.0;0.0;"NF 85746";"";"";"";0.1327;"";"";""
770;40411.0;12693.0;5746.0;9000.0;9000.0;0.1327;1.0;"2013-05-27 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1327;"";"";""
771;40410.0;12693.0;5746.0;6000.0;6000.0;0.1327;1.0;"2013-06-10 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1327;"";"";""
772;40409.0;12693.0;5746.0;9000.0;9000.0;0.1386;1.0;"2013-06-24 00:00:00.000";"";5.0;0.0;"NF 88475";"";"";"";0.1386;"";"";""
773;40420.0;12695.0;5741.0;3000.0;3000.0;0.1409;1.0;"2013-06-24 00:00:00.000";"";5.0;0.0;"NF 90870 - Em trânsito";"2013-08-05 00:00:00.000";"";"";0.1409;"";"";""
774;40419.0;12695.0;5741.0;3000.0;3000.0;0.1409;1.0;"2013-07-15 00:00:00.000";"";5.0;0.0;"NF 90870 - Em trânsito";"2013-08-05 00:00:00.000";"";"";0.1409;"";"";""
775;40422.0;12696.0;5753.0;3000.0;3000.0;0.142;1.0;"2013-04-22 00:00:00.000";"";5.0;0.0;"NF 84834 - Entregue 25/04/13";"2013-04-25 00:00:00.000";"";"";0.142;"";"";""
776;40421.0;12696.0;5753.0;3000.0;3000.0;0.1347;1.0;"2013-06-24 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1347;"";"";""
777;40427.0;12697.0;5751.0;3000.0;3000.0;0.142;1.0;"2013-03-25 00:00:00.000";"";5.0;0.0;"NF 82767 - Entregue 25/03/13";"";"";"";0.142;"";"";""
778;40426.0;12697.0;5751.0;3000.0;2900.0;0.1327;1.0;"2013-04-22 00:00:00.000";"";5.0;100.0;"NF 84834 - Entregue 25/04/13";"2013-04-25 00:00:00.000";"";"";0.1327;"";"";""
779;40425.0;12697.0;5751.0;3000.0;3000.0;0.1327;1.0;"2013-06-10 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1327;"";"";""
780;40430.0;12698.0;5750.0;3000.0;3000.0;0.1327;1.0;"2013-05-27 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1327;"";"";""
781;40429.0;12698.0;5750.0;3000.0;3000.0;0.1347;1.0;"2013-06-10 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1347;"";"";""
782;40428.0;12698.0;5750.0;3000.0;3000.0;0.1386;1.0;"2013-06-24 00:00:00.000";"";5.0;0.0;"NF 88475";"";"";"";0.1386;"";"";""
783;40438.0;12700.0;5749.0;6000.0;6000.0;0.142;1.0;"2013-03-11 00:00:00.000";"";5.0;0.0;"NF 82767 - Entregue 25/03/13";"2013-03-25 00:00:00.000";"";"";0.142;"";"";""
784;40437.0;12700.0;5749.0;6000.0;6000.0;0.142;1.0;"2013-03-25 00:00:00.000";"";5.0;0.0;"NF 82767 - Entregue 25/03/13";"";"";"";0.142;"";"";""
785;40436.0;12700.0;5749.0;6000.0;6000.0;0.142;1.0;"2013-04-22 00:00:00.000";"";5.0;0.0;"NF 84408 - Entregue 22/04/13";"2013-04-22 00:00:00.000";"";"";0.142;"";"";""
786;40435.0;12700.0;5749.0;6000.0;6000.0;0.1327;1.0;"2013-05-13 00:00:00.000";"";5.0;0.0;"NF 85746";"";"";"";0.1327;"";"";""
787;40434.0;12700.0;5749.0;3000.0;3000.0;0.1327;1.0;"2013-05-27 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1327;"";"";""
788;40433.0;12700.0;5749.0;6000.0;6000.0;0.1347;1.0;"2013-06-10 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1347;"";"";""
789;40432.0;12700.0;5749.0;3000.0;3000.0;0.1386;1.0;"2013-06-24 00:00:00.000";"";5.0;0.0;"NF 88475";"";"";"";0.1386;"";"";""
790;40445.0;12701.0;800.0;3000.0;3000.0;0.1935;1.0;"2013-03-11 00:00:00.000";"";1.0;0.0;"";"";"";"";0.1935;"";"";""
791;40527.0;12718.0;7755.0;2000.0;2000.0;0.38;1.0;"2013-04-08 00:00:00.000";"";5.0;0.0;"";"";"";"";0.38;"";"";""
792;41167.0;12924.0;2996.0;200.0;200.0;1.39;1.0;"2013-03-27 00:00:00.000";"";7.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-03-27 00:00:00.000";"";"";1.39;"";"";""
793;40719.0;12751.0;2996.0;200.0;200.0;1.39;1.0;"2013-03-13 00:00:00.000";"";7.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-03-13 00:00:00.000";"";"";1.39;"";"";""
794;40930.0;12825.0;2647.0;40000.0;40000.0;0.01;2.0;"2013-06-03 00:00:00.000";"";1.0;0.0;"NF 31521 (5000 peças) - Em trânsito l Previsão de faturamento saldo 07/06/13";"2013-06-12 00:00:00.000";"";"";0.01;"";"";""
795;40929.0;12825.0;2647.0;20000.0;20000.0;0.01;2.0;"2013-07-08 00:00:00.000";"";1.0;0.0;"";"";"";"";0.01;"";"";""
796;40928.0;12825.0;2647.0;30000.0;0.0;0.01;2.0;"2013-08-05 00:00:00.000";"";1.0;30000.0;"";"";"";"";0.01;"";"";""
797;41211.0;12942.0;7862.0;500.0;500.0;0.0832;2.0;"2013-05-06 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0832;"";"";""
798;41210.0;12942.0;7862.0;500.0;500.0;0.0832;2.0;"2013-06-03 00:00:00.000";"";1.0;0.0;"NF 31521 - Em trânsito";"2013-06-05 00:00:00.000";"";"";0.0832;"";"";""
799;41209.0;12942.0;7862.0;500.0;500.0;0.0832;2.0;"2013-07-01 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0832;"";"";""
800;41233.0;12943.0;819.0;700.0;700.0;0.0994;1.0;"2013-04-03 00:00:00.000";"";1.0;0.0;"NF 57286 (Kenya) - Em trânsito";"2013-04-09 00:00:00.000";"";"";0.0994;"";"";""
801;41230.0;12943.0;1718.0;300.0;300.0;0.2108;1.0;"2013-04-03 00:00:00.000";"";1.0;0.0;"NF 57286 (Kenya) - Em trânsito";"2013-04-09 00:00:00.000";"";"";0.2108;"";"";""
802;41229.0;12943.0;800.0;4000.0;4000.0;0.1935;1.0;"2013-04-03 00:00:00.000";"";1.0;0.0;"NF 57286 (Kenya) - Em trânsito";"2013-04-09 00:00:00.000";"";"";0.1935;"";"";""
803;41133.0;12898.0;1062.0;2000.0;2000.0;0.19;2.0;"2013-05-06 00:00:00.000";"";1.0;0.0;"NF 31006 - Entregue 10/05/13";"2013-05-10 00:00:00.000";"";"";0.19;"";"";""
804;41132.0;12898.0;1062.0;1600.0;1600.0;0.1929;2.0;"2013-06-05 00:00:00.000";"";1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-06-05 00:00:00.000";"";"";0.1929;"";"";""
805;41163.0;12898.0;1062.0;3000.0;3000.0;0.1929;2.0;"2013-06-05 00:00:00.000";"";1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-06-05 00:00:00.000";"";"";0.1929;"";"";""
806;41377.0;13000.0;3111.0;22500.0;22500.0;0.0167;1.0;"2013-07-22 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0167;"";"";""
807;41376.0;13000.0;3111.0;22500.0;22500.0;0.0167;1.0;"2013-09-16 00:00:00.000";"";1.0;0.0;"NF 469250 emitida em 12/09/2013";"2013-09-12 00:00:00.000";"";"";0.0167;"";"";""
808;41375.0;13000.0;3111.0;22500.0;20000.0;0.0167;1.0;"2013-11-04 00:00:00.000";"";1.0;2500.0;"NF 484869 emitida em 31/10/2013";"2013-10-31 00:00:00.000";"";"";0.0167;"";"";""
809;41351.0;12989.0;2996.0;300.0;300.0;1.39;1.0;"2013-04-10 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
810;41808.0;13140.0;5741.0;3000.0;3000.0;0.1409;1.0;"2013-08-05 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1409;"";"";""
811;41448.0;13046.0;2704.0;20000.0;20000.0;0.0454;1.0;"2013-08-05 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0454;"";"";""
812;41447.0;13046.0;2704.0;20000.0;20000.0;0.0454;1.0;"2013-09-30 00:00:00.000";"";1.0;0.0;"NF 474186 emitida em 26/09/2013";"2013-09-26 00:00:00.000";"";"";0.0454;"";"";""
813;41446.0;13046.0;2704.0;20000.0;20000.0;0.0454;1.0;"2013-11-18 00:00:00.000";"";1.0;0.0;"NF 488302 emitida em 12/11/2013";"2013-11-12 00:00:00.000";"";"";0.0454;"";"";""
814;41522.0;13069.0;2647.0;10000.0;10000.0;0.0092;2.0;"2013-05-27 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0092;"";"";""
815;41521.0;13069.0;2647.0;30000.0;30000.0;0.0092;2.0;"2013-09-16 00:00:00.000";"";1.0;0.0;"NF 33434 emitida em 12/09/2013";"2013-09-12 00:00:00.000";"";"";0.0092;"";"";""
816;41520.0;13069.0;2647.0;30000.0;30000.0;0.0092;2.0;"2013-10-21 00:00:00.000";"";1.0;0.0;"NF 34051 emitida em 14/10/2013";"2013-10-14 00:00:00.000";"";"";0.0092;"";"";""
817;41807.0;13140.0;5741.0;3000.0;0.0;0.1409;1.0;"2013-09-02 00:00:00.000";"";5.0;3000.0;"";"";"";"";0.1409;"";"";""
818;41806.0;13140.0;5741.0;3000.0;0.0;0.1409;1.0;"2013-09-16 00:00:00.000";"";5.0;3000.0;"";"";"";"";0.1409;"";"";""
819;41708.0;13115.0;2996.0;200.0;200.0;1.39;1.0;"2013-04-24 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
820;41805.0;13140.0;5741.0;3000.0;0.0;0.1409;1.0;"2013-10-07 00:00:00.000";"";5.0;3000.0;"";"";"";"";0.1409;"";"";""
821;41774.0;13129.0;5750.0;3000.0;3000.0;0.1409;1.0;"2013-08-05 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1409;"";"";""
822;41773.0;13129.0;5750.0;3000.0;3000.0;0.1409;1.0;"2013-08-26 00:00:00.000";"";5.0;0.0;"NF 92018 emitida em 20/08/2013";"2013-08-20 00:00:00.000";"";"";0.1409;"";"";""
823;41772.0;13129.0;5750.0;3000.0;3000.0;0.1495;1.0;"2013-09-16 00:00:00.000";"";5.0;0.0;"NF 93311 emitida em 10/09/2013";"2013-09-10 00:00:00.000";"";"";0.1495;"";"";""
824;41771.0;13129.0;5750.0;3000.0;3000.0;0.1495;1.0;"2013-10-07 00:00:00.000";"";5.0;0.0;"NF 94519 emitida em 03/10/2013";"2013-10-03 00:00:00.000";"";"";0.1495;"";"";""
825;41770.0;13129.0;5750.0;3000.0;3000.0;0.1456;1.0;"2013-10-21 00:00:00.000";"";5.0;0.0;"NF 95078 emitida em 16/10/2013";"2013-10-16 00:00:00.000";"";"";0.1456;"";"";""
826;41775.0;13130.0;1062.0;500.0;500.0;0.27;2.0;"2013-04-24 00:00:00.000";"";1.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-04-24 00:00:00.000";"";"";0.27;"";"";""
827;41817.0;13142.0;5753.0;3000.0;1230.0;0.1495;1.0;"2013-07-15 00:00:00.000";"";5.0;1770.0;"";"";"";"";0.1495;"";"";""
828;41816.0;13142.0;5753.0;3000.0;3000.0;0.1495;1.0;"2013-09-02 00:00:00.000";"";5.0;0.0;"NF 92752 emitida em 30/08/2013";"2013-08-30 00:00:00.000";"";"";0.1495;"";"";""
829;41815.0;13142.0;5753.0;3000.0;3000.0;0.1456;1.0;"2013-10-21 00:00:00.000";"";5.0;0.0;"NF 95078 emitida em 16/10/2013";"2013-10-16 00:00:00.000";"";"";0.1456;"";"";""
830;41820.0;13143.0;5751.0;3000.0;3000.0;0.1409;1.0;"2013-08-05 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1409;"";"";""
831;41819.0;13143.0;5751.0;3000.0;0.0;0.1409;1.0;"2013-09-02 00:00:00.000";"";5.0;3000.0;"";"";"";"";0.1409;"";"";""
832;41818.0;13143.0;5751.0;3000.0;3000.0;0.1456;1.0;"2013-10-21 00:00:00.000";"";5.0;0.0;"NF 95078 emitida em 16/10/2013";"2013-10-16 00:00:00.000";"";"";0.1456;"";"";""
833;41791.0;13136.0;5749.0;6000.0;6000.0;0.1327;1.0;"2013-04-29 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1327;"";"";""
834;41795.0;13137.0;5749.0;6000.0;5880.0;0.1386;1.0;"2013-07-15 00:00:00.000";"";5.0;120.0;"";"";"";"";0.1386;"";"";""
835;41794.0;13137.0;5749.0;6000.0;6000.0;0.1409;1.0;"2013-08-05 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1409;"";"";""
836;41793.0;13137.0;5749.0;6000.0;6000.0;0.1409;1.0;"2013-09-02 00:00:00.000";"";5.0;0.0;"NF 92477 emitida em 27/08/2013";"2013-08-27 00:00:00.000";"";"";0.1409;"";"";""
837;41792.0;13137.0;5749.0;6000.0;6000.0;0.1495;1.0;"2013-10-07 00:00:00.000";"";5.0;0.0;"NF 94519 emitida em 03/10/2013";"2013-10-03 00:00:00.000";"";"";0.1495;"";"";""
838;41804.0;13139.0;5746.0;6000.0;5735.0;0.1327;1.0;"2013-05-03 00:00:00.000";"";5.0;265.0;"";"";"";"";0.1327;"";"";""
839;41803.0;13139.0;5746.0;9000.0;9000.0;0.1386;1.0;"2013-07-15 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1386;"";"";""
840;41802.0;13139.0;5746.0;9000.0;9000.0;0.1409;1.0;"2013-08-05 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1409;"";"";""
841;41801.0;13139.0;5746.0;6000.0;6000.0;0.1409;1.0;"2013-08-26 00:00:00.000";"";5.0;0.0;"NF 92018 emitida em 20/08/2013";"2013-08-20 00:00:00.000";"";"";0.1409;"";"";""
842;41800.0;13139.0;5746.0;6000.0;6000.0;0.1409;1.0;"2013-09-02 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1409;"";"";""
843;41799.0;13139.0;5746.0;9000.0;9000.0;0.1495;1.0;"2013-09-16 00:00:00.000";"";5.0;0.0;"NF 93311 emitida em 10/09/2013";"2013-09-10 00:00:00.000";"";"";0.1495;"";"";""
844;41798.0;13139.0;5746.0;9000.0;9000.0;0.1495;1.0;"2013-10-07 00:00:00.000";"";5.0;0.0;"NF 94519 emitida em 03/10/2013";"2013-10-03 00:00:00.000";"";"";0.1495;"";"";""
845;41797.0;13139.0;5746.0;6000.0;6000.0;0.1456;1.0;"2013-10-21 00:00:00.000";"";5.0;0.0;"NF 95078 emitida em 16/10/2013";"2013-10-16 00:00:00.000";"";"";0.1456;"";"";""
846;41823.0;13145.0;5745.0;3000.0;3000.0;0.1386;1.0;"2013-07-15 00:00:00.000";"";5.0;0.0;"";"";"";"";0.1386;"";"";""
847;41822.0;13145.0;5745.0;3000.0;0.0;0.1409;1.0;"2013-09-16 00:00:00.000";"";5.0;3000.0;"";"";"";"";0.1409;"";"";""
848;41973.0;13119.0;1718.0;500.0;500.0;0.2108;1.0;"2013-05-06 00:00:00.000";"";1.0;0.0;"NF 58845 (Kenya) - Em trânsito";"2013-05-20 00:00:00.000";"";"";0.2108;"";"";""
849;42038.0;13225.0;2647.0;20000.0;20000.0;0.0092;2.0;"2013-06-24 00:00:00.000";"";1.0;0.0;"NF 31846 - Entregue 24/06/13";"";"";"";0.0092;"";"";""
850;42037.0;13225.0;2647.0;10000.0;10000.0;0.0092;2.0;"2013-09-02 00:00:00.000";"";1.0;0.0;"NF 33158 emitida em 29/08/2013";"2013-08-29 00:00:00.000";"";"";0.0092;"";"";""
851;42036.0;13225.0;2647.0;10000.0;10000.0;0.0092;2.0;"2013-10-07 00:00:00.000";"";1.0;0.0;"";"";"";"";0.0092;"";"";""
852;42238.0;13292.0;2996.0;200.0;200.0;1.39;1.0;"2013-05-17 00:00:00.000";"";7.0;0.0;"";"";"";"";1.39;"";"";""
853;42296.0;13308.0;19496.0;100.0;100.0;0.0404;2.0;"2013-05-20 00:00:00.000";"";1.0;0.0;"NF 31006 - Entregue 10/05/13";"2013-05-10 00:00:00.000";"";"";0.0404;"";"";""
854;42294.0;13308.0;19498.0;180.0;180.0;0.0414;2.0;"2013-05-20 00:00:00.000";"";1.0;0.0;"NF 31006 - Entregue 10/05/13";"2013-05-10 00:00:00.000";"";"";0.0414;"";"";""
855;42344.0;13329.0;2996.0;200.0;200.0;1.39;1.0;"2013-05-27 00:00:00.000";"";7.0;0.0;"NF 16940 - Entregue 29/05/13";"2013-05-29 00:00:00.000";"";"";1.39;"";"";""
856;42361.0;13337.0;19496.0;50.0;50.0;0.0404;2.0;"2013-06-03 00:00:00.000";"";1.0;0.0;"NF 31521 - Em trânsito";"2013-06-05 00:00:00.000";"";"";0.0404;"";"";""
857;42389.0;13342.0;819.0;500.0;500.0;0.0994;1.0;"2013-06-03 00:00:00.000";"";1.0;0.0;"NF 59850 e 59851 - Em trânsito";"2013-06-06 00:00:00.000";"";"";0.0994;"";"";""
858;42387.0;13342.0;800.0;500.0;500.0;0.1935;1.0;"2013-06-03 00:00:00.000";"";1.0;0.0;"NF 59850 e 59851 - Em trânsito";"2013-06-06 00:00:00.000";"";"";0.1935;"";"";""
859;42393.0;13344.0;19496.0;240.0;240.0;0.0404;2.0;"2013-05-29 00:00:00.000";"";1.0;0.0;"NF 31521 - Em trânsito";"2013-06-05 00:00:00.000";"";"";0.0404;"";"";""
860;42408.0;13342.0;1718.0;100.0;100.0;0.2108;1.0;"2013-06-03 00:00:00.000";"";1.0;0.0;"NF 59850 e 59851 - Em trânsito";"2013-06-06 00:00:00.000";"";"";0.2108;"";"";""
861;42409.0;13344.0;19498.0;440.0;440.0;0.0414;2.0;"2013-05-29 00:00:00.000";"";1.0;0.0;"NF 31521 - Em trânsito";"2013-06-05 00:00:00.000";"";"";0.0414;"";"";""
862;42510.0;13386.0;7755.0;1000.0;1000.0;0.4227;1.0;"2013-10-21 00:00:00.000";"";5.0;0.0;"";"";"";"";0.4227;"";"";""
863;42608.0;13418.0;2647.0;30000.0;30000.0;0.0092;2.0;"2013-11-25 00:00:00.000";"";1.0;0.0;"NF 34790 emitida em 21/11/2013";"2013-11-21 00:00:00.000";"";"";0.0092;"";"";""
864;42693.0;13462.0;2996.0;200.0;200.0;1.39;1.0;"2013-06-24 00:00:00.000";"";7.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-06-24 00:00:00.000";"";"";1.39;"";"";""
865;42732.0;13480.0;2996.0;200.0;200.0;1.39;1.0;"2013-06-28 00:00:00.000";"";7.0;0.0;"FOLLOW-UP LANCADO AUTOMATICAMENTE PELO SISTEMA.";"2013-06-28 00:00:00.000";"";"";1.39;"";"";""
866;42779.0;12825.0;2647.0;10000.0;0.0;0.0092;2.0;"2013-06-28 00:00:00.000";"";1.0;10000.0;"NF 32044 - Entregue 02/07/13";"2013-07-02 00:00:00.000";"";"";0.0092;"";"";""
867;42999.0;13564.0;3111.0;22500.0;20000.0;0.0167;1.0;"2013-12-02 00:00:00.000";"";1.0;2500.0;"NF 492686 emitida em 28/11/2013";"2013-11-28 00:00:00.000";"";"";0.0167;"";"";""
868;42819.0;13505.0;7486.0;3000.0;3000.0;0.2679;1.0;"2013-07-15 00:00:00.000";"";5.0;0.0;"";"";"";"";0.2679;"";"";""
869;43144.0;13622.0;7862.0;1000.0;1000.0;0.0832;2.0;"2013-09-16 00:00:00.000";"";1.0;0.0;"NF 33434 emitida em 12/09/2013";"2013-09-12 00:00:00.000";"";"";0.0832;"";"";""
870;43258.0;13672.0;800.0;2000.0;2000.0;0.1935;1.0;"2013-07-29 00:00:00.000";"";1.0;0.0;"";"";"";"";0.1935;"";"";""
871;43244.0;13672.0;1718.0;300.0;300.0;0.2108;1.0;"2013-07-29 00:00:00.000";"";1.0;0.0;"";"";"";"";0.2108;"";"";""
872;43268.0;13676.0;2996.0;200.0;200.0;1.46;1.0;"2013-07-26 00:00:00.000";"";7.0;0.0;"NF 17807 - Entregue 29/07/13";"2013-07-29 00:00:00.000";"";"";1.46;"";"";""
873;43665.0;13779.0;2996.0;200.0;200.0;1.46;1.0;"2013-08-09 00:00:00.000";"";7.0;0.0;"NF 18001 - Entregue 21/08/13";"2013-08-21 00:00:00.000";"";"";1.46;"";"";""
